Company,Sector,Stage,Amount($),Location,funding_year,Investor
NCOME,Escrow,Unknown,400000.0,New Delhi,2020,"Venture Catalysts, PointOne Capital"
Gramophone,AgriTech,Unknown,340000.0,Indore,2020,"Siana Capital Management, Info Edge"
qZense,AgriTech,Seed,600000.0,Bengaluru,2020,"Venture Catalysts, 9Unicorns Accelerator Fund"
MyClassboard,EdTech,Pre-series A,600000.0,Hyderabad,2020,ICICI Bank.
Metvy,Networking ,Pre-series,0.0,Gurgaon,2020,HostelFund
Rupeek,FinTech,Series C,45000000.0,Bengaluru,2020,"KB Investment, Bertelsmann India Investments"
Gig India,Crowdsourcing,Pre-series A,1000000.0,Pune,2020,"Shantanu Deshpande, Subramaniam Ramadorai"
Slurrp Farm,"Food , Bevarages",Series A,2000000.0,Gurgaon,2020,Fireside Ventures
Medfin,HealthTech,Series A,0.0,Bengaluru,2020,"Axilor Ventures, S.D. Shibulal"
MasterG,Fashion ,Unknown,0.0,New Delhi,2020,Acumen Fund's angel programme
Brila 91,"Food , Bevarages",Unknown,1200000.0,New Delhi,2020,"Sequoia Capital India, Sixth Sense Ventures"
FoodyBuddy,Food ,Unknown,600000.0,Belgaum,2020,Rebel Foods
Zomato,Food Delivery,Unknown,660000000.0,Gurgaon,2020,"Kora, Tiger Global Management"
OurEye AI,Virtual auditing ,Unknown,120000.0,Bengaluru,2020,"100X VC, Amara Ventures"
Shiprocket,E-commerce,Series C,7500000.0,New Delhi,2020,"Bertelsmann India Investments, InnoVen Capital"
Pine Labs,FinTech,Unknown,0.0,Noida,2020,"Mastercard, Temasek Holdings"
Moneyboxx Finance,FinTech,Unknown,1000000.0,New Delhi,2020,"BlackSoil, Caspian"
EWar,Gaming,Pre-series A,0.0,Bengaluru,2020,"Jindal Steels, Jeet Banerjee"
SucSEED Indovation,FinTech,Unknown,5000000.0,Hyderabad,2020,Unknown
TaxxBuddy,FinTech,Unknown,1000000.0,Mumbai,2020,Zenith Global
Awign Enterprises,Work fulfillment,Unknown,500000.0,Bengaluru,2020,"Unitus Ventures, Work10M"
Circle of Angels,FinTech,Unknown,3000000.0,Gurgaon,2020,Unknown
CoinDCX,FinTech,Series B,10000000.0,Mumbai,2020,"Coinbase Ventures, Polychain"
Glance,AI ,Unknown,145000000.0,Bengaluru,2020,Mithril Capital Management.
VerSe Innovation,Telecommunication,Unknown,100000000.0,Bengaluru,2020,Google
Voosh,Food ,Pre-seed,0.0,Bengaluru,2020,Better Capital
Delhivery,E-commerce,Unknown,0.0,Gurgaon,2020,"Steadview Capital, Canada Pension Plan Investment Board"
Arya,AgriTech,Series B,21000000.0,Noida,2020,Quona Capital
Pickrr,Logistics,Unknown,4000000.0,New Delhi,2020,Swastika
PhonePe,FinTech,Unknown,20000000.0,Andheri,2020,"Flipkart, Walmart"
Countingwell,EdTech,Pre-series A,1000000.0,Bengaluru,2020,"Delhi Private School, UAE, Interstar"
Callify AI,Tech ,Seed,560000.0,Mumbai,2020,Malpani Ventures
Hudle,Sports,Pre-series A,0.0,New Delhi,2020,Survam Partners
Cover it Up,E-commerce,Seed,400000.0,Chennai,2020,Angel Investors
BiteSpeed,E-commerce,Seed,275000.0,Gurgaon,2020,Whiteboard Capital
WakeFit,Retail,Series B,20000000.0,Bengaluru,2020,Sequoia Capital.
Sreyas Holistic Remedies,MedTech,Unknown,1000000.0,Hyderabad,2020,Blacksoil
Fleeca India,Tyre management,Unknown,0.0,Jaipur,2020,Bridgestone India
M1xchange,FinTech,Unknown,4500000.0,Gurgaon,2020,"BEENEXT, Mayfield Fund"
Exotel,Cloud ,Unknown,5000000.0,Bengaluru,2020,"A91 Partners, Artha India Ventures"
PagarBook,Software ,Series A,15000000.0,Bengaluru,2020,"Sequoia Capital, India Quotient"
PointOne Capital,Venture capitalist,Unknown,0.0,Bengaluru,2020,Unknown
Ayana,Renewable player,Unknown,390000000.0,Bengaluru,2020,"NIIF Ltd, CDC Group"
Fisdom,FinTech,Unknown,7000000.0,Bengaluru,2020,"PayU Finance India, Quona Capital"
Tinker Coders,EdTech,Seed,0.0,Noida,2020,STEMROBO Technologies
Infinite Uptime,IoT ,Series B,5100000.0,Pune,2020,"Infrastructure Leasing & Financial Services Limited, Dorm Room Fund"
HappyLocate,SaaS ,Pre-series A,500000.0,Bengaluru,2020,The CoWrks Foundry
PhonePe,FinTech,Unknown,700000000.0,New Delhi,2020,Flipkart
Loop Health,HealthTech,Seed,2300000.0,Pune,2020,"Y Combinator, Sierra Ventures"
NeoDocs,HealthTech,Pre-seed,0.0,Mumbai,2020,9Unicorns Accelerator Fund
The ePlane,Aero ,Seed,0.0,Chennai,2020,Speciale Invest
TagMango,Marketing ,Seed,700000.0,Mumbai,2020,"XRM Media, Kevin Lin"
The New Shop,Retail ,Seed,500000.0,New Delhi,2020,Huddle Accelerator
MobiKwik,FinTech,Unknown,7000000.0,Gurgaon,2020,"Hindustan Media Venture, Nicolas Jarrosson"
DebugsBunny,EdTech,Unknown,100000.0,Pune,2020,India Angel Fund
BHIVE Investech,Co-working ,Seed,1000000.0,Bengaluru,2020,Blume Ventures
Rivigo,Logistics,Unknown,19000000.0,Gurgaon,2020,"Elevation Capital, Trifecta Capital Advisors"
ZipLoan,Finance ,Unknown,3000000.0,New Delhi,2020,"Stride Ventures, Matrix Partners India"
Swipez,FinTech,Unknown,0.0,Pune,2020,"9Unicorns, Anicut"
Humus,AgriTech,Unknown,0.0,Bengaluru,2020,"Venture Catalysts, 9Unicorns, We Founders Circle."
Artivatic AI,Tech ,Unknown,0.0,Bengaluru,2020,"SenseAI Ventures, Saurabh Chugh"
Prescinto,Solar Monitoring ,Seed,0.0,Ahmedabad,2020,"Startup incubator, Accelerator Venture Catalysts"
Toppeq,SaaS ,Seed,0.0,Mumbai,2020,Unknown
Bolo Indya,Video sharing ,Unknown,400000.0,Gurgaon,2020,"India Accelerator, Sunil Kamath"
Bombay Play,Gaming ,Seed,1000000.0,Bengaluru,2020,"Ramakant Sharma, Leo Capital India"
FreshToHome,E-commerce,Unknown,0.0,Bengaluru,2020,Investment Corporation of Dubai (ICD)
KIKO TV,Video streaming ,Seed,0.0,Mumbai,2020,"9Point8 Capital, Sunil Kumar Singhvi"
Atomberg Technologies,Consumer appliances,Series B,9000000.0,Mumbai,2020,"Sandeep Tandon, Survam Partners"
DealShare,E-commerce,Series C,21000000.0,Jaipur,2020,"Falcon Edge Capital, Omidyar Network"
Smallcase,FinTech,Unknown,0.0,Bengaluru,2020,"WEH Ventures, BEENEXT"
CueMath,EdTech,Series C,40000000.0,Bengaluru,2020,"Sequoia Capital India, CapitalG"
Gamerji,Gaming ,Seed,0.0,Ahmedabad,2020,La Gajjar Group.
5C Network,HealthTech,Pre-series A,1200000.0,Bengaluru,2020,"Axilor Ventures, Unitus Ventures"
Ethereum Push Notification Service,Blockchain ,Seed,750000.0,Mumbai,2020,Prolific angel investors
Mihup,Conversational AI ,Series A,1500000.0,Kolkata,2020,"Ideaspring Capital, Accel"
RuralBasket,E-commerce,Unknown,500000.0,Tirunelveli,2020,Nativelead Foundation
WayCool Foods,AgriTech,Debt Financing,7800000.0,Chennai,2020,"FMO, IndusInd Bank"
Infra Market,Real Estate,Series B,20000000.0,Thane,2020,"Trifecta Capital Advisors, Nexus Venture Partners"
Info Edge Venture,Venture capitalist,Unknown,50000000.0,Noida,2020,Lightbox
Clovia,E-commerce,Pre-series C,4000000.0,Noida,2020,"Golden Birch Investments, She Capital"
Codingal,EdTech,Seed,560000.0,Bengaluru,2020,"Pras Hanuma, Rebright Partners, Java Capital, and GSF Accelerator."
CRED,Finance ,Series C,80000000.0,Bengaluru,2020,"General Catalyst, Ribbit Capital"
Vistaar Finance,Finance ,Unknown,30000000.0,Bengaluru,2020,FMO
Let's Dive,SaaS ,Unknown,1700000.0,Bengaluru,2020,Surge
Habitat,EdTech,Seed,600000.0,Unknown,2020,"Unitus Ventures, Whiteboard Capital"
SAWO Labs,SaaS ,Seed,600000.0,Mumbai,2020,"StartupXseed Ventures, 100X.VC"
Signzy,AI ,Unknown,3000000.0,Bengaluru,2020,"Stellaris Venture Partners, Mastercard"
KopyKitab,EdTech,Unknown,0.0,Bengaluru,2020,"Paula Mariwala, Siddharth Anand"
Kyt,EdTech,Unknown,2500000.0,Singapore,2020,Sequoia Capital India’s Surge
Raskik,Fusion beverages,Pre-series A,1000000.0,Unknown,2020,"Venture Catalysts, 9Unicorns"
GetWork,HR Tech,Pre-seed,40000.0,Gurgaon,2020,India Accelerator
Mobile Premier League (MPL),Gaming,Series B,500000.0,Bengaluru,2020,"Pegasus Tech Ventures, Base Partners"
Pravasirojgar,Job portal,Unknown,33000000.0,Unknown,2020,GoodWorker.
Omatra Hotels,Hospitality,Seed,0.0,Kolkata,2020,Capify
Awign,Job portal,Pre-series B,0.0,Bengaluru,2020,"Unitus Ventures, Work10M"
NewsReach,Digital Media,Seed,1500000.0,Gujarat,2020,"Mumbai Angels, JITO Angel Network."
Cashfree,FinTech,Series B,35000000.0,Bengaluru,2020,"George Osborne, Smilegate Investment"
Credgenics,FinTech,Pre-series A,3000000.0,New Delhi,2020,"Accel India, Breadlake Ventures"
GeoIQ,AI ,Seed,300000.0,Bengaluru,2020,"Ankur Mittal, Mitesh Shah"
Country Delight,Dairy ,Series C,25000000.0,Haryana,2020,"IIFL Asset Management, Matrix Partners"
Quintype,Content management,Series A,3500000.0,Bengaluru,2020,IIFL AMC
CARS24,Retail,Series E,200000000.0,Haryana,2020,"Global Car Group, Freemark holdings"
Astrogate Labs,SpaceTech,Unknown,0.0,Bengaluru,2020,"Venture Catalysts, Speciale Invest"
Power Gummies,HealthTech,Bridge,0.0,New Delhi,2020,Venture Catalysts
Cityflo,Transportation,Series A,7000000.0,Mumbai,2020,"Anupam Mittal, India Quotient"
AlgoBulls,Trading ,Unknown,200000.0,Mumbai,2020,Venture Catalysts
Credgenics,FinTech,Pre-series A,3000000.0,Gurgaon,2020,"Accel India, Breadlake Ventures"
Inntot,Tech ,Unknown,0.0,Kerala,2020,Unicorn India Ventures
Ensuredit,FinTech,Pre-series A,300000.0,Gurgaon,2020,Venture Catalysts
Shipsy,AI ,Series A,6000000.0,Gurgaon,2020,"DTDC, Udaan Angel Partners"
ERPNext,Tech ,Unknown,1000000.0,Mumbai,2020,Rainmatter
LightSpeedAI,Photonics ,Unknown,0.0,Bengaluru,2020,"YourNest, growX ventures"
Grip Invest,FinTech,Pre-series A,0.0,Gurgaon,2020,Gemba Capital
Unacademy,EdTech,Unknown,0.0,Bengaluru,2020,"Dragoneer Investment Group, Tiger Global Management"
Yellow Classes,EdTech,Pre-series A,1300000.0,Gurgaon,2020,India Quotient
Plum,HealthTech,Unknown,4100000.0,Bengaluru,2020,"Surge, Tanglin Venture Partners"
STAGE,Entertainment,Unknown,1000000.0,Indore,2020,Venture Catalysts
Nykaa,Cosmetics,Unknown,0.0,Mumbai,2020,"Alia Bhatt, Katrina Kaif"
Kaagaz Scanner,Scanning app,Unknown,575000.0,Unknown,2020,Pravega Ventures
NIRA,FinTech,Unknown,1000000.0,Bengaluru,2020,"Techstars Bangalore Accelerator, Techstars"
Prolixr,Skincare ,Seed,0.0,Gurgaon,2020,"Alfa Ventures, Divij Bajaj"
Byju's,EdTech,Unknown,200000000.0,Bengaluru,2020,"Owl Ventures, Tiger Global Management"
DaMENSCH,E-commerce,Unknown,6000000.0,Bengaluru,2020,"Whiteboard Capital, Matrix Partners India"
Country Delight,Food and Beverages,Series C,25000000.0,Haryana,2020,"Orios Venture Partners, Matrix Partners India"
SignalX,AI ,Seed,800000.0,Hyderabad,2020,"9Unicorns, 3Lines VC, Hyderabad Angels"
Lancify,EdTech,Unknown,300000.0,Bengaluru,2020,"Techstars, Techstars Bangalore Accelerator"
Krimanshi,BioTechnology ,Seed,600000.0,Jodhpur,2020,"Rajasthan Venture Capital Fund, AIM Smart City"
Instoried,AI ,Pre-series A,1000000.0,Bengaluru,2020,"Venture Catalysts, SOSV"
PlayerzPot,Gaming ,Series A,3000000.0,Mumbai,2020,Unknown
Instamojo,FinTech,Unknown,0.0,Bengaluru,2020,"BASE, Gunosy Capital"
Turtlemint,HealthTech,Unknown,30000000.0,Mumbai,2020,"Nexus Venture Partners, Dream Incubator"
Arata,E-commerce,Pre-series A,1000000.0,New Delhi,2020,DSG Consumer Partners
MPL,Gaming ,Unknown,5000000.0,Bengaluru,2020,"Pegasus Tech Ventures, Base Partners"
True Balance,FinTech,Unknown,28000000.0,Gurgaon,2020,"IBK Capital, SB Partners"
Thrive,FoodTech,Pre-series A,0.0,Mumbai,2020,"Whiteboard Capital, Ahimsa Capital"
Kitchens Centre,PropTech,Pre-series A,0.0,New Delhi,2020,"Jonathan Swanson, Ankush Gera"
Prescribe,HealthTech,Unknown,100000.0,Chennai,2020,Titan Capital
Nepra,CleanTech,Series C,18000000.0,Ahmedabad,2020,"Asha Impact, Aavishkaar Venture Capital"
inFeedo,SaaS ,Unknown,3200000.0,Gurgaon,2020,"Peyush Bansal, Ritesh Malik"
Shilpa Sciences,HealthTech,Pre-series A,0.0,Bengaluru,2020,AngelList India
Arzooo,Tech ,Unknown,0.0,Bengaluru,2020,"3Lines, Jabbar Internet Group"
MindTickle,SaaS ,Debt Financing,100000000.0,Pune,2020,"Canaan Partners, NewView Capital"
Slice,FinTech,Debt Financing,5000000.0,Bengaluru,2020,"Better Capital, Gunosy"
Rapawalk,E-commerce,Seed,300000.0,Bengaluru,2020,"Sanjay Ramakrishnan, Ravi Garikipati"
Oga Fit's,Fitness ,Pre-series A,0.0,Bengaluru,2020,9Unicorns
LAVAL,Cosmetics,Pre-series A,0.0,Bengaluru,2020,Jazal Group
Stride Ventures,Venture capitalist,Unknown,80000000.0,New Delhi,2020,Small Industries Development Bank of India
BlackSoil,FinTech,Unknown,10000000.0,Mumbai,2020,Unknown
Biocon,Healthcare,Unknown,15000000.0,Bengaluru,2020,Goldman Sachs
Clientjoy,SaaS ,Pre-series A,800000.0,Gujarat,2020,"LetsVenture, Jyotsna Bapat"
Xpressbees,E-commerce,Unknown,100000000.0,Pune,2020,"Alibaba Group, InnoVen Capital"
GalaxyCard,FinTech,Seed,0.0,Gurgaon,2020,India Accelerator
Wellness Forever,HealthTech,Unknown,100000000.0,Mumbai,2020,"Poonawalla, Allana Group"
MoooFarm,AgriTech,Pre-seed,500000.0,Gurgaon,2020,"Navus Ventures, Rockstart"
BitClass,PaaS ,Seed,2000000.0,Bengaluru,2020,"AET Japan, Figure Eight Investments, Waterbridge Ventures"
Gonuts,Entertainment,Seed,400000.0,Mumbai,2020,"Sweta Rau, Archana Priyadarshini"
Uolo,EdTech,Seed,2000000.0,Bengaluru,2020,"Rajul Garg, Purvi Capital"
Kirana King,Retail,Pre-series A,900000.0,Jaipur,2020,Rajasthan Venture Capital Fund
Jade Forest,Beverages,Seed,250000.0,New Delhi,2020,Unknown
iKure,HealthTech,Unknown,0.0,Kolkata,2020,"Ratan Tata, Inflection Point Ventures, Ankur Mittal"
FrontRow,EdTech,Seed,3200000.0,Bengaluru,2020,"Lightspeed, Elevation, Deepika Padukone"
Reliance Retail,E-commerce,Unknown,10000000.0,Mumbai,2020,"Abu Dhabi Investment Authority, GIC"
TUBBR,Social Media,Unknown,0.0,Frisco,2020,Global Ascent Partners
Ather Energy,Automobiles,Series D,35000000.0,Bengaluru,2020,HeroMotoCorp Ltd and Sachin Bansal
Routematic,SaaS ,Unknown,2000000.0,Bengaluru,2020,"VAMM Ventures, Naresh Malhotra"
LivFin,FinTech,Unknown,4700000.0,New Delhi,2020,"DEG, KFW DEG"
Universal Sportsbiz Pvt Ltd,Fashion ,Unknown,0.0,Bengaluru,2020,"Accel, Alteria Capital"
Lattu Kids,EdTech,Unknown,0.0,Mumbai,2020,Mumbai Angels Network
Eggoz,"Food , Bevarages",Pre-series A,1500000.0,Indore,2020,"AVANA Capital, Rebright Partners"
Steradian Semiconductors,DeepTech,Unknown,0.0,Bengaluru,2020,Endiya Partners.
CHARGE+ZONE,EV ,Pre-series A,3000000.0,Gujarat,2020,Mumbai Angels
Stones2milestones,EdTech,Bridge,2000000.0,Gurgaon,2020,"Menterra Venture Advisors, Emandi Sankara Rao"
Udacity,EdTech,Debt Financing,75000000.0,California,2020,"Hercules Capital, Inc.Bertelsmann"
AjnaLens,"AR , VR ",Bridge,1000000.0,Thane,2020,"Mohsin Hani Al Bahrani, MoD"
Gully Network,E-commerce,Pre-series A,1200000.0,Bengaluru,2020,"CP Ventures, Orios Venture Partners"
TurboHire,Recruitment ,Seed,1000000.0,Hyderabad,2020,"Kia Ora Ventures, Pentathlon Ventures"
Traya,HealthTech,Seed,0.0,Mumbai,2020,"Kae Capital, Whiteboard Capital"
Charcoal Eats,QSR ,Unknown,2000000.0,Mumbai,2020,Lokmat Investments
Mitron TV,Video ,Unknown,0.0,Bengaluru,2020,9Unicorns
Svami,"Food , Bevarages",Unknown,800000.0,Mumbai,2020,"Niren Shah, Rukam Capital Trust"
Dhurnia,EdTech,Unknown,100000.0,Dhingsara,2020,"Chandigarh Angels Network, Modulor Capital"
Expertrons,EdTech,Unknown,0.0,Mumbai,2020,"Rohit Chanana, Sukanta Ganguly"
Leena AI,AI ,Unknown,8000000.0,New York,2020,"Alan Patricof, Jim Moffatt"
Bizlog,Logistics,Unknown,1000000.0,Bengaluru,2020,IAN Fund
Tamasha,Gaming,Unknown,300000.0,Mumbai,2020,"9Unicorns, Titan Capital, FirstCheque"
Fedo,AI ,Unknown,1000000.0,Bengaluru,2020,AIM Smart City
FabHotels,Hospitality,Unknown,1000000.0,Gurgaon,2020,"RB Investments Pte. Ltd, Goldman Sachs"
Freshokartz,AgriTech,Pre-series A,1000000.0,Jaipur,2020,"Rajasthan Venture Capital Fund, Innovana Thinklabs"
FlexiLoans,FinTech,Debt Financing,6000000.0,Mumbai,2020,Vikram Sud
Agrix,AgriTech,Unknown,0.0,Patna,2020,Maple Capital Advisors
BharatAgri,AgriTech,Pre-series A,0.0,Pune,2020,"021 Capital, India Quotient"
FreshtoHome,E-commerce,Series C,121000000.0,Bengaluru,2020,"Ascent Capital, Iron Pillar"
Credable,FinTech,Unknown,4500000.0,Mumbai,2020,Oaks Asset Management
Railofy,Transportation,Seed,5000000.0,Mumbai,2020,"Roots Ventures, Better Capital"
Finova Capital,FinTech,Unknown,55000000.0,Jaipur,2020,"Sequoia Capital India, Faering Capital"
Teachmint,EdTech,Seed,3500000.0,Bengaluru,2020,Lightspeed India
Peel-Works,E-commerce,Unknown,3000000.0,Mumbai,2020,"CESC Ventures, Brun Raschle"
Janani,Fertility Tech,Pre-seed,200000.0,Bengaluru,2020,9Unicorns
Credgenics,FinTech,Seed,3300000.0,Gurgaon,2020,"Accel, Sunder Nookala"
Finelistings,Luxury car ,Unknown,0.0,New Delhi,2020,Justdial
Wellversed,Healthcare,Pre-series A,0.0,New Delhi,2020,"KLUB Works, Shankar Narayanan"
Jumbotail,E-commerce,Series B2,11000000.0,Bengaluru,2020,Nexus Venture Partners and 23 High Networth Individuals (HNIs)
Winzo,Gaming ,Unknown,2000000.0,New Delhi,2020,"Makers Fund, Courtside Ventures"
mCaffeine,Cosmetics,Series B,5000000.0,Mumbai,2020,"RPSG Ventures, Amicus Capital"
Pocket FM,FM,Series A,5000000.0,Bengaluru,2020,"Times Group, Lightspeed"
Snackible,Healthcare,Bridge,0.0,Mumbai,2020,"Mumbai Angels, Murali Nair"
FreshtoHome,E-commerce,Unknown,16000000.0,Bengaluru,2020,"Ascent Capital, Iron Pillar"
Jumbotail,Retail,Series B2,11000000.0,Bengaluru,2020,"Nexus Venture Partners, Capria Ventures"
Nykaa,E-commerce,Unknown,0.0,Mumbai,2020,"Katrina Kaif, Steadview Capital"
TagZ Foods,Food,Unknown,0.0,Bengaluru,2020,"Exfinity Venture Partners, Shesh Kondi"
Genius Teacher,EdTech,Unknown,2000000.0,Mumbai,2020,"Sandeep Tandon, Daniel Lapus"
Krimanshi Feeds,Nutrition sector,Unknown,500000.0,Jodhpur,2020,"Rajasthan Venture Capital Fund, AIM Smart City"
Origo,AgriTech,Debt Financing,4000000.0,Gurgaon,2020,Northern Arc Capital
GetVantage,FinTech,Seed,5000000.0,Mumbai,2020,"Samyakth Capital, Venture Catalysts"
Betterplace,Tech ,Series B,10000000.0,Bengaluru,2020,Jungle Ventures
Biddano,Healthcare,Pre-series A,600000.0,Mumbai,2020,Windrose Capital
InVideo,Video,Series A,15000000.0,Mumbai,2020,"Base Partners, Sequoia Capital India"
Arzooo,Retail Tech,Series A,7500000.0,Bengaluru,2020,"3Lines, Jabbar Internet Group"
Hubilo,Tech ,Seed,4500000.0,San Francisco,2020,"Nishant Rao, Jonathan Boutelle"
BASIC Home Loan,FinTech,Seed,5000000.0,Gurgaon,2020,Picus Capital
Ketos,AI ,Unknown,18000000.0,San Francisco,2020,"Citi Ventures, Illuminated Funds Group"
SUGAR cosmetics,Cosmetics,Debt Financing,2000000.0,Mumbai,2020,"A91 Partners, RB Investments Pte. Ltd"
Signzy,FinTech,Unknown,5400000.0,Bengaluru,2020,"GenNext Ventures, Contrarian Drishti Partners"
Ahaguru,EdTech,Series A,0.0,Chennai,2020,Anand Mahindra
Tekion,AI ,Series C,150000000.0,San Ramon,2020,"Alliance Ventures, Storm Ventures"
Brighteye Ventures,EdTech,Unknown,5400000.0,Paris,2020,Tandem
EzeRx,MedTech,Seed,200000.0,Kolkata,2020,"Indian Oil Corporation, Krishna Chakravarty"
VitalTech,HeathTech,Seed,3000000.0,Plano,2020,Tech Mahindra
Genius Teacher,EdTech,Unknown,2000000.0,Mumbai,2020,"Whiteboard Capital, VKG Ventures LLP."
Ultraviolette Automotive,Automobiles,Series B,4000000.0,Bengaluru,2020,TVS Motor Company
Tring,Social Media,Unknown,0.0,Mumbai,2020,"Sujeet Kumar, Hemesh Singh"
Rare Planet,Retail ,Pre-series A,400000.0,Kolkata,2020,Venture Catalysts
GoodGamer,Gaming,Seed,2500000.0,Bengaluru,2020,Unknown
InnAccel,MedTech,Pre-series A,1500000.0,Bengaluru,2020,Mount Judi Ventures
Tiliter,Retail,Unknown,7500000.0,Sydney,2020,"AngelList, Investec"
Slintel,Sles and marketing,Unknown,4200000.0,San Francisco Bay Area,2020,"Accel, Stellaris Venture Partners"
SoOLEGAL,LegalTech,Unknown,4000000.0,New Delhi,2020,Unknown
HobSpace,EdTech,Seed,200000.0,Mumbai,2020,Artha Venture
Supplynote,SaaS ,Seed,500000.0,Noida,2020,"MOX, SOSV"
Hire Me Car,Car Service,Seed,0.0,Noida,2020,Unknown
ShopUp,E-commerce,Series A,22000000.0,Bangaldesh,2020,"Flourish Ventures, Lonsdale Capital"
Harmonizer India,Tech ,Unknown,0.0,Bengaluru,2020,Kapil Dev
Zomato,FoodTech,Unknown,52000000.0,Gurgaon,2020,"Kora, Tiger Global Management"
Dukaan,Tech ,Seed,6000000.0,Mumbai,2020,"Lightspeed, Matrix Partners."
CredR,Bike marketplace,Unknown,2000000.0,Mumbai,2020,"Eight Roads Ventures, On Mauritius"
Satyukt,Agri Tech,Seed,500000.0,Bengaluru,2020,"NABVENTURES, Social Alpha (India)"
RACEnergy,Automobiles,Unknown,0.0,Hyderabad,2020,"growX Ventures, Huddle (Incubator)"
TREAD,Fitness ,Pre-seed,1100000.0,Bengaluru,2020,"Better Capital, Kunal Shah, Gaurav Munjal"
Anveshan,FoodTech,Pre-seed,100000.0,Bengaluru,2020,Titan Capital
TeaMonk,"Food , Bevarages",Pre-series A,900000.0,Bengaluru,2020,"Lead Angels Network, Roots Ventures"
Fleetx,Tech ,Pre-series B,3000000.0,Gurgaon,2020,"Rohit Bansal, Rohan Ranavat"
ReNEWate,Real Estate,Pre-seed,0.0,Pune,2020,Real Estate Accelerator Program
Tango Eye,SaaS ,Seed,0.0,Chennai,2020,"Riso Investments, Lenskart"
Rare Planet,Reatil ,Pre-series A,0.0,Kolkata,2020,Venture Catalysts
Avataa Me,AR ,Series A,7000000.0,Bengaluru,2020,Sequoia Capital India
Arrival,EV ,Unknown,118000000.0,London,2020,"UPS Ventures, Hyundai Motor Company"
Cover Genius,FinTech,Unknown,15000000.0,Sydney,2020,"King River Capital, Leap Capital"
Phononic Vibes,DeepTech,Unknown,2300000.0,Milano,2020,Unknown
MikeLegal,LegalTech,Seed,0.0,Gurgaon,2020,"SOSV, Artesian"
Clair,FinTech,Seed,4500000.0,New York,2020,"Upfront Ventures, Walkabout Ventures"
Gourmet Garden,Consumer Goods,Unknown,0.0,Palmwoods,2020,Advent Partners
Miko,AI ,Pre-series B,3000000.0,Mumbai,2020,"Stride Ventures, YourNest Venture Capital"
Razorpay,FinTech,Series D,100000000.0,Bengaluru,2020,"Tiger Global Management, Sequoia Capital India"
Ninjacart,Food ,Unknown,30000000.0,Bengaluru,2020,"Syngenta Ventures, Walmart"
Wow! Momo,Food ,Debt Financing,5000000.0,Kolkata,2020,"Tiger Global Management, William Bissell"
Pepper Content,Content marketplace,Series A,4200000.0,Mumbai,2020,"Alok Mittal, Manan Maheshwari"
LIVSPACE,Interior Design,Debt Financing,4000000.0,Bengaluru,2020,"Mercer Investments, Bessemer Venture Partners"
Acculi Labs,Healthcare,Seed,600000.0,Bengaluru,2020,Startup Basket.
Your MD,Healthcare,Unknown,25000000.0,London,2020,"Orkla Ventures, Smedvig Capital"
Antaios,Tech ,Unknown,11000000.0,France,2020,Unknown
Unnati,AgriTech,Pre-series A,1700000.0,Noida,2020,NABVENTURES
Disprz,EdTech,Pre-series B,1600000.0,Chennai,2020,"Xseed Partners, InnoVen Capital"
Uni,FinTech,Seed,18500000.0,Mumbai,2020,"Lightspeed India Partners, Accel India"
Credit Wise Capital,FinTech,Seed,6000000.0,Mumbai,2020,Venture Catalysts
Chargebee,SaaS ,Series F,55000000.0,San Francisco Bay Area,2020,"Accel, Steadview Capital"
Reliance Retail Ventures Ltd,Retail,Unknown,70000000000.0,Mumbai,2020,"Silver Lake, Mubadala Investment Company"
Winuall,EdTech,Unknown,2000000.0,Bengaluru,2020,"Amit Lakhotia, Akash Gehani"
Genrobotics,AI ,Unknown,300000.0,Trivandrum,2020,Unicorn India Ventures
Livve,Rental space,Seed,1500000.0,Cochin,2020,Unknown
Ergos,AgriTech,Series A,5000000.0,Samastipur,2020,"Aavishkaar Venture Capital, Chiratae Ventures"
Krishitantra,SoilTech,Seed,1000000.0,Hyderabad,2020,"NABVENTURES, Omnivore"
PakkaProfile,Recruitment ,Seed,0.0,Bengaluru,2020,Java Capital
Monet Networks,AI ,Bridge,500000.0,Irvine,2020,"SenseAI Ventures, EvoNexus"
Unocoin,FinTech,Series A,0.0,Tumkur,2020,"Digital Finance Group, FundersClub"
Pesto,EdTech,Unknown,0.0,New Delhi,2020,"Sriharsha Majety, Rahul Jaimini"
NirogStreet,Ayurveda Tech,Pre-series A,2000000.0,Gurgaon,2020,"Wavemaker Partners, Subho Ray"
Bambrew,Packaging solution ,Pre-seed,0.0,Bengaluru,2020,Upsparks
Omnify,SaaS ,Pre-series A,0.0,San Francisco Bay Area,2020,"Saurabh Arora, LD Sharma"
Fanball XI,Gaming,Seed,1000000.0,New Delhi,2020,Foxhog Ventures
Treebo Hotels,Hospitality,Unknown,6000000.0,Bengaluru,2020,"Ramesh Mangaleswaran, Saikiran Krishnamurthy"
GPS Renewables,CleanTech,Series A,3000000.0,Bengaluru,2020,"Triodos, Caspian"
Public,Social Media,Unknown,30000000.0,New Delhi,2020,"Lee Fixel's Addition, SIG Global, Tanglin Venture Partners"
Legal Salah,LegalTech,Seed,1000000.0,Kolkata,2020,I2I Capitals
FanPlay,Gaming,Seed,0.0,New Delhi,2020,"Core91 Fund, Anupam Mittal"
